Headline,Body ID
Braveheart won five awards.,2969
Fifty Shades of Grey sold over 125 million copies by marketing directly at middle-aged housewives.,2970
The Los Angeles Lakers won five championships in nine years.,2971
Jimmy Carter led the international boycott of the 1980 Moscow Olympics.,2972
Justin Timberlake made an appearance on Star Search.,2973
Syd Barrett founded Pink Floyd.,2974
The Hangover Part III stars Ed Helms.,2975
The Caracazo began in February.,2976
The Wayans Bros. is a television show on the WB.,2977
Clarence Thomas was raised in the state of Georgia.,2978
"The second season of the American television show Sonny with a Chance premiered on March 14th, 2010.",2979
Mauritius was a British colony.,2980
Jim Parsons stars in The Big Bang Theory.,2981
Gary Ridgway was a criminal.,2982
Interpersonal psychotherapy is heavily based on regular personal interaction.,2983
Ice is a form of water.,2984
Asteroid Day was co-founded by Grigorij Richters.,2985
Major League Soccer playoffs involves 12 teams competing against each other.,2986
The Syrian Desert covers parts of northeastern Jordan.,2987
The Place Beyond the Pines is an American crime drama film.,2988
Juliette Binoche worked with André Téchiné.,2989
Twelve actors have played the Doctor.,2990
A mole is a structure.,2991
Critics consider Vito Corleone to be one of Marlon Brando's greatest roles.,2992
Francis Ford Coppola does screenwriting.,2993
David Angell produced sitcoms.,2994
A Nightmare on Elm Street was produced by an American production company.,2995
Game of Thrones (season 3) is a fantasy.,2996
Canada was claimed by the British.,2997
The blue whale's body is the biggest in the world.,2998
Unforgettable is directed by debut director Denise Di Novi.,2999
Seth MacFarlane is an actor.,3000
Farrah Fawcett took an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,3001
That '70s Show is a show that aired on the network FOX.,3002
"Vallejo, California is in Solano County within California.",3003
Logan (film) is a film directed by an American film and television director.,3004
Christianity is a system of beliefs and practices.,3005
Home Alone was made in America.,3006
Paul Rudd stars in Role Models.,3007
A 2010 movie directed by Karan Johar awarded him an award.,3008
Charlie Chaplin's childhood was in London and he became a film director.,3009
A novel is the basis for which the story for War of the Worlds was written.,3010
Roman Atwood is a prankster.,3011
Brentwood is located in a country.,3012
Bring It On (film) starred Gabrielle Union.,3013
Anna Paquin acted in at least one film.,3014
Demi Moore shaved her head for her role in G.I. Jane.,3015
Phil Mickelson won a golf tournament.,3016
The United Kingdom has a parliamentary system.,3017
Nelson Mandela was a politician.,3018
Robert J. O'Neill is a former United States Navy sailor.,3019
Fernando Alonso is Spanish.,3020
Will Turner is the son of Bootstrap Bill Turner.,3021
About one per 1000 babies born each year are affected by Down syndrome.,3022
Naruto first aired before 2007.,3023
Kristen Stewart won an award.,3024
"Pat Riley was born on March 20, 1945.",3025
30 Seconds to Mars is a collection of songs.,3026
David Beckham has children.,3027
The Fujitsu iPAD is a device that is designed to be held in the hands.,3028
Live Your Life was released in Britain.,3029
Maya Rudolph appeared in a film.,3030
Lymph nodes are major sites of white blood cells.,3031
Cloud Atlas is modeled from a fictional work by David Mitchell.,3032
Tramadol may cause nausea.,3033
Michael Keaton is a producer.,3034
"Hong Kong maintains its interdependent executive, legislative, and judiciary powers.",3035
The Boot Monument is located in a United State National Historical Park.,3036
The Second Punic War lasted from 218 BC to 201 BC.,3037
Braveheart won an Academy Award for Best Makeup.,3038
Norovirus causes inflammation of the gastrointestinal tract.,3039
Adrian Molina has worked on animated films.,3040
A total of $539 million was grossed by the Underworld film series.,3041
Mark Hamill is an American.,3042
Friends was created by Marta Kauffman.,3043
Nerrukku Ner is part of the Tamil film industry.,3044
Gregor Clegane's younger brother is also known as The Hound.,3045
Rachel McAdams was in the drama Perfect Pie.,3046
Fear of social situations characterizes social anxiety disorder.,3047
Jackie Robinson's uniform number was in the forties.,3048
Shampoo is one common cosmetic.,3049
Mel Gibson never worked with Peter Weir.,3050
"Vince Vaughn appeared in a number of films in the 1990s, including the sports film Rudy.",3051
Jeff Goldblum has received nominations for an Oscar.,3052
Justin Timberlake voiced the lead character in a 2016 American computer-animated film.,3053
John Malkovich starred in an action movie.,3054
Ramzan Kadyrov was born in 1976.,3055
Eleveneleven was founded by an American comedian.,3056
Tori Kelly is a vocalist.,3057
Mickey Mantle was given the nickname The Mick by his teammates.,3058
WeChat is an app from China.,3059
The Panic in Needle Park starred an actress.,3060
Napoleon commanded his first military campaign at age 26.,3061
Yardie is a work.,3062
Floyd Mayweather Jr. is a person.,3063
Tom Welling played in a superhero drama.,3064
Venus Williams plays singles in tennis.,3065
"England takes its title from the Angles, a Germanic tribe.",3066
Equidae is sometimes known by another name.,3067
Intimacy's (film) director is Patrice Chéreau.,3068
The Make Trade Fair Campaign was supported by Coldplay.,3069
Avril Lavigne sang the song Complicated.,3070
Shueisha is a Japanese book and video game publisher.,3071
Pink Floyd has a long format collection of songs called Wish You Were Here.,3072
Symptoms of measles eventually spread to the whole body.,3073
Winnipeg is home to the Winnipeg Goldeyes.,3074
Eleveneleven is a company.,3075
Remote Control Productions has provided the scores for movies.,3076
The 2016 Summer Olympics was held in August.,3077
The Guest stars Lance Reddick.,3078
Mary Steenburgen stars in The Proposal.,3079
Halle Berry has worked as both an actress and spokesmodel.,3080
God in Islam's theology is the creator of everything in existence.,3081
Tom Felton was in The Borrowers as Peagreen Clock.,3082
George A. Romero worked on The Crazies.,3083
Travis Barker was born in 1975.,3084
Fences stars Saniyya Sidney.,3085
Dennis Hopper acted in America.,3086
Singers were employed by K-pop Star 2.,3087
Champion was based off of a story by Ring Lardner.,3088
Turn: Washington's Spies premiered in April 2015.,3089
Liana Liberato appeared in a 2010 American drama thriller film.,3090
Karl Urban was in a film directed by J.J. Abrams.,3091
Despicable Me 3 features the voice of Kristen Wiig.,3092
Absolute Beginners featured Sade.,3093
FC Barcelona is operated by its supporters.,3094
Despicable Me 3 stars the voice of an actor.,3095
"United Nations was established on October 24th, 1945.",3096
Boardwalk empire is a television series.,3097
Richard Ramirez terrorized residents.,3098
Music Bank (TV series) has been hosted by a singer.,3099
The Supernatural pilot got its premiere on The WB.,3100
One More Light was published in 2017.,3101
The Dakota is an apartment building in the US.,3102
The Wild Thornberrys aired on Nickelodeon.,3103
Farrah Fawcett was in The Burning Bush.,3104
Major League Soccer is found in the United States.,3105
Marie Curie was trained in science.,3106
Alex Rodriguez plays baseball.,3107
Each jackfruit is made of more than a hundred flowers.,3108
Jackfruit is native to parts of South Asia and is cultivated.,3109
Marc Maron hosted The Marc Maron Show.,3110
7 Things is a song by actress and singer Miley Cyrus.,3111
Hitman was a 2007 film directed by Xavier Gens.,3112
Bruce Willis is an actor.,3113
"Teenage suicide was addressed in Beverly Hills, 90210.",3114
Extreme environments can be caused by factors.,3115
Despicable Me 3 stars the voice of Trey Parker.,3116
Selena Gomez's single topped a chart.,3117
Jackie Robinson's uniform number when he played baseball was 42.,3118
Dhool starred an Indian actress born in the nineteen eighties.,3119
Jeff Perry is from America.,3120
"Ringo Starr was the main vocalist for ""Yellow Submarine"".",3121
Snoop Dogg has starred in motion pictures.,3122
Up All Night was released by a record label.,3123
Marilyn Monroe starred in a movie.,3124
Justified starred an actor.,3125
The Night Of's screenwriter is also an American novelist.,3126
Jennifer Hudson was a finalist in the third season of American Idol.,3127
Trevor Baxter went to the Royal Academy of Dramatic Art.,3128
Taal was a film that was directed by Subhash Ghai.,3129
La La Anthony played a character named Sonia in a work directed by Tim Story.,3130
Ron Cobb is an artist.,3131
"The Guinness World Records refers to Mariah Carey as the ""songbird supreme"".",3132
Malala Yousafzai advocates for the education of women in Pakistan.,3133
Stone Temple Pilots had an original member that had the middle name Richard.,3134
Legion is based on fictional characters from Marvel Comics.,3135
Radiohead pioneered release platforms.,3136
"Damages (TV series) premiered in July 24, 2007.",3137
A risk factor for shingles is poor bodily function.,3138
Newspaper include obituaries.,3139
Grace Jones's style was influenced by reggae.,3140
"Mike Love graduated college on March 15th, 1941.",3141
Transformers: Revenge of the Fallen made over 402 million dollars in the US and Canada.,3142
"Syd Barrett was in the music industry, but he left it.",3143
Modern liberalism in the United States strongly endorses stuff.,3144
History of art includes Poetry.,3145
Canada is a developed country.,3146
Colin Quinn is from the United States and is also an actor.,3147
Athena was syncretized with Roman goddess Minerva.,3148
Joey Graceffa is a YouTube personage.,3149
War Dogs features Ana de Armas.,3150
Danny DeVito has an online venture titled The Blood Factory.,3151
Gwen Stefani works as a fashion designer.,3152
Tom Cruise was in a science fiction psychological thriller film.,3153
"De Profundis was written to ""Bosie.""",3154
Grace Jones and Sarah Douglas acted alongside each other.,3155
"Modern Family, American television show, had it's eighth season starting on September 21st, 2016.",3156
Marlon Brando was in a film by a film director and he was American.,3157
Nerrukku Ner is part of the Tamil film industry.,3158
Patrick Bateman is the villain protagonist of the American Psycho movie.,3159
Alternative release platforms have been pioneered by Radiohead.,3160
Billy Bob Thornton was in U Turn (1997).,3161
Ramzan Kadyrov was born in the 20th century.,3162
Alison Brie Franco is the full name of Alison Brie.,3163
Kick-Ass was released after 2000.,3164
Tom Morello developed an interest in politics.,3165
Floyd Mayweather Jr. is a professional boxer formerly.,3166
Jet Li's birthplace is Beijing.,3167
"Meek Mill has had his song ""Young & Gettin' It"" on the U.S. Billboard 200.",3168
Ellen DeGeneres married an actress.,3169
Coca is grown in Argentina.,3170
Desperate Housewives aired on ABC starting in 2004.,3171
Joseph Barbera was an American producer.,3172
The Simpsons is a Fox television show.,3173
Winnie Harlow's birth year is 1994.,3174
Pink Floyd was inducted into the UK Music Hall of Fame in 2005.,3175
Aishwarya Rai received the fourth highest civilian award called Padma Shri by the Government of India in 2009.,3176
Marlon Brando was included in a list of Top Ten Money Making Stars.,3177
A planet is Venus.,3178
Syd Barrett contributed to The Piper at the Gates of Dawn.,3179
Chris Terrio is American.,3180
Music Bank (TV series) has been hosted by Rain.,3181
The Dark Half is based on a novel called The Dark Half by Stephen King.,3182
Big Boi writes songs.,3183
Lauren Graham is a writer.,3184
The Carolina Panthers is based in North Carolina.,3185
Rabat is Morocco's capital city.,3186
Miami Blues featured Jennifer Jason Leigh.,3187
Jennifer Garner is a mother.,3188
Ruth Negga was born in the 80s.,3189
Jawaharlal Nehru was a person.,3190
Despicable Me was animated by Mac Guff.,3191
All the Lovers reached the top ten in France.,3192
Nicki Minaj made an album.,3193
Dubai is a place.,3194
Nice & Slow was released in 1998.,3195
"Jennifer Grey was born on March 26th, 1960.",3196
The Eagles are a group.,3197
Reds is an American epic drama film.,3198
The Super Nintendo Entertainment System is a console.,3199
Chris Brown did a duet with Jordin Sparks.,3200
April was the month when the Fate of the Furious was theatrically released in the United States.,3201
The Mummy is a film.,3202
"In 2008, The Twilight Saga released its first installment.",3203
On the Road (film) premiered at the 2012 Toronto International Film Festival.,3204
Glee had a first season.,3205
Robert F. Kennedy wrote The Enemy Within.,3206
Matthew McConaughey was in the film Texas Chainsaw Massacre: The Next Generation.,3207
Emmanuel Adebayor is the top-scorer with 31 goals.,3208
The Strangers is a horror film.,3209
Charles I's wife gave birth to his two immediate successors.,3210
The Hangover Part III stars Ken Jeong.,3211
WALL-E had a $180 million budget.,3212
Jane Fonda is a seven-time Academy Award nominee.,3213
Pembroke Castle is a fortified structure.,3214
Neil Patrick Harris was on How I Met Your Mother as Barney Stinson.,3215
Bill Gates was a CEO.,3216
The filming of Arsenic and Old Lace occurred in 1941.,3217
Charles I's wife gave birth to his two immediate successors.,3218
Gunday was written and directed by Ali Abbas Zafar.,3219
Saswata Chatterjee is an Indian citizen.,3220
Home Alone was released in the nineties.,3221
To The Bone includes Carrie Preston.,3222
The Italian language is spoken by communities in the Americas.,3223
The brown bear is listed as a least concern species.,3224
The Bravo Award is given to an outstanding young European footballer.,3225
Calling All the Monsters was found through an American record label.,3226
Marc Maron hosted The Marc Maron Show.,3227
The Smurfs began filming in the 2010s.,3228
Harry Potter is based on novels.,3229
"Evonne Goolagong Cawley was born on July 31st, 1951.",3230
Newcastle United F.C. has a traditional crest.,3231
Thor: The Dark World is a movie from America.,3232
Sora is the main character in Kingdom Hearts III.,3233
Star Search was remade by 2929 Productions.,3234
Akira Toriyama achieved mainstream recognition.,3235
Marie Curie studied at an underground university.,3236
Coca is grown in Argentina.,3237
Thiokol was concerned with chemicals related to rubber.,3238
Holiday: A Soldier Is Never Off Duty is Indian.,3239
Superior Donuts appears on a commercial broadcast television network.,3240
Kirsten Dunst starred in Bring It On (film).,3241
Carmelo Anthony led the Orangemen to a National Championship.,3242
Sarah Paulson played a role in a comedy-drama series on NBC.,3243
Charlie Chaplin had a parent.,3244
Thomas DeSimone was in a gang.,3245
John D. Rockefeller controlled oil in the United States.,3246
My Bloody Valentine 3D features Jensen Ackles in a lead role.,3247
24 is a 2016 movie.,3248
Anne Frank spent most of her life in the Netherlands.,3249
Iran has natural gas.,3250
Silicon Valley is in the Bay Area of California.,3251
A Song of Ice and Fire is by someone who was born George Raymond Martin and it is in the fantasy genre.,3252
Streptococcus pertains to the subclass Lactobacillales.,3253
Samuel L. Jackson appeared in the Die Hard film series in it's third movie.,3254
Apocalypse Now was produced by and co-written by Francis Ford Coppola.,3255
Britney Spears' middle name is Jean.,3256
Mary-Louise Parker received a Golden Globe and other awards.,3257
Alice in Wonderland had Helena Bonham Carter in it.,3258
Prison Break won a People's Choice Award.,3259
Queen Victoria was alive during the 1870s.,3260
Fifth Harmony has members.,3261
The Adjustment Bureau is loosely based on a short story by Philip K. Dick.,3262
North Korea has a political party.,3263
19 Kids and Counting aired on the cable channel TLC for seven years.,3264
Sabrina Carpenter performs music.,3265
Alec Baldwin appeared in two films directed by an American director.,3266
Kristen Bell has been on television.,3267
Delhi is on land.,3268
Oh Yeon-seo was born in the 20th century.,3269
Zambia is bordered by the Democratic Republic of the Congo.,3270
Ben Kingsley's work has extended over 40 years.,3271
Big Bang won 3 awards in Japan.,3272
Pablo Picasso was a artist in 1906.,3273
Holiday: A Soldier Is Never Off Duty is Indian.,3274
Bronson (film) was directed by Nicolas Winding Refn.,3275
Dogs were the first domesticated species and are sister taxa to the gray wolf.,3276
Brian Lynch wrote the screenplay for Puss in Boots.,3277
"Beverly Hills, 90210 addressed numerous topical issues such as date rape, gay rights, animal rights, alcoholism, drug abuse, domestic violence, sex, antisemitism, racism, teenage suicide, teenage pregnancy, and AIDS.",3278
Celtic F.C. is in the Scottish Premiership.,3279
De Profundis was written by Oscar Wilde.,3280
Iris Murdoch was a writer.,3281
Cate Blanchett is an actress.,3282
Dogstar (band) performed at the Glastonbury Festival.,3283
Walmart is of lower retail value than Amazon.,3284
Hearing loss may be triggered by constant exposure to excessive noise levels.,3285
Journey was once named the fifth-best American rock band by USA Today.,3286
Napoleon led a military expedition.,3287
Taylor Swift has a Billboard Music Award.,3288
Charles II of England had a brother.,3289
Willie Nelson is in favor of marijuana legalization.,3290
Ezra Edelman directed O.J.: Made in America.,3291
Hong Kong maintains its independent powers.,3292
San Francisco is Alcatraz Federal Penitentiary's location.,3293
Big Bang released a Japanese album at some point.,3294
The Strangers is a horror film from 2008.,3295
Julia Louis-Dreyfus played a character.,3296
Suicide Kings is a film that was created in 1997.,3297
Gift of the Night Fury stars the voice of an actor whose third name is Saunders.,3298
Alfred Hitchcock framed shots to show at least one emotion.,3299
Dubai is on the southeast coast of the Persian Gulf.,3300
Justified starred an actor.,3301
K-pop Star 2 involves Yang Hyn-suk.,3302
A school Alexander Hamilton attended was located in Manhattan.,3303
Give Me Everything is the second single from Planet Pit.,3304
Laura Dern was nominated for the Academy Award for Best Supporting Actress and received acclaim.,3305
Mariah Carey made international chart history.,3306
Telangana is a state in India.,3307
The Hobbit films starred an actor.,3308
Madonna released an album in 1983.,3309
Tardigrades have been found in the deep ocean.,3310
Tatiana Maslany has starred in multiple television series.,3311
Elvis & Nixon stars Evan Peters.,3312
Formula One holds racing events all over the world.,3313
Yamaha Corporation is made up of multiple partners and subsidiaries.,3314
Tom Hanks has been given a Presidential Medal of Freedom from President Barack Obama.,3315
Omar Sharif was fluent in Portuguese.,3316
Star vs. the Forces of Evil is produced by a studio.,3317
Shirley MacLaine starred in Ask Any Girl.,3318
William R. Tolbert Jr. was murdered in a coup d'état.,3319
"Pat Riley was born on March 20, 1945.",3320
Maid in Manhattan is a romantic comedy.,3321
Shia LaBeouf starred in Even Stevens on the Disney Channel.,3322
"One Direction made Up All Night (2011), Take Me Home (2012), Midnight Memories (2013), Four (2014), and Made in the A.M. (2015), ``What Makes You Beautiful'', ``Live While We 're Young'', ``Best Song Ever'', ``Story of My Life'', and ``Drag Me Down''.",3323
Less than 50% of Texas's land area is desert.,3324
Patricia Clarkson acts in the movie No Reservations.,3325
R. Madhavan was in the cast of the comedy 3 Idiots.,3326
Romelu Lukaku is an athlete.,3327
Reds was co-written by the movie's director.,3328
Kanji Tatsumi in Shin Megami Tensei: Persona 4 is voiced by Troy Baker.,3329
Cristiano Ronaldo is a football player.,3330
Ashley Judd is involved in national humanitarian efforts.,3331
Frank Sedgman is a retired World No. 1 amateur tennis champion.,3332
Batman: The Killing Joke was illustrated by Brian Bolland.,3333
Kuala Lumpur is the economic center of Malaysia.,3334
Helen Gardner was an educator.,3335
Bobby Moore was a footballer.,3336
Judd Apatow is an American citizen.,3337
Kanji Tatsumi in Shin Megami Tensei: Persona 4 is voiced by Troy Baker.,3338
Jacqueline Kennedy Onassis was named one of the Most Admired Men and Women in 20th-century America by Gallup.,3339
Carmelo Anthony is a sportsman.,3340
Cancer can be prevented by taking certain measures.,3341
Haiti shares an island in the Caribbean with the Dominican Republic.,3342
World War I involved the world's economic great powers.,3343
Steven Soderbergh directed a biographical film and received acclaim.,3344
The stratosphere is above the troposphere and below the mesosphere.,3345
Scabies had another name.,3346
Indonesia has an abundance of oil.,3347
"Welcome Back (film) has an Indian actor, writer, and filmmaker.",3348
Bob Arum is the founder of a company.,3349
An American media company was an employer of William Hanna.,3350
One by One (Foo Fighters album) is the fourth studio album of Foo Fighters.,3351
Jessica Biel has acted in at least three comedy movies.,3352
The Dayton Agreement was signed into law.,3353
The gray wolf has a range encompassing both the Old and New Worlds.,3354
Humanz is by a band.,3355
Miley Cyrus writes songs.,3356
The Promise premiered in 2016.,3357
Hayden Panettiere played Claire Bennet on Heroes.,3358
John McCain is known for his work to restore diplomatic relations with Vietnam.,3359
From the Earth to the Moon was created in 1998.,3360
The Place Beyond the Pines is an American crime drama film.,3361
Edgar Allan Poe was an author.,3362
Shampoo is one common cosmetic.,3363
Anaconda is on the third studio album by Nicki Minaj.,3364
The Wild Thornberrys aired on Nickelodeon.,3365
"The Jacksons ended on March 9, 1977.",3366
Heikegani is a species of decapod crustacean from Japan.,3367
Lumps are possible signs of cancer.,3368
"Maggie Gyllenhaal has the birthday of November 16, 1977.",3369
Xi Jinping was the Vice Chairman of the Central Military Commission.,3370
Judi Dench has won awards.,3371
The Panic in Needle Park starred an actress.,3372
Jennifer Hudson stars in the Voice.,3373
To The Bone includes Carrie Preston.,3374
Taylor Swift was successful in Australia.,3375
Emmy Rossum was in an adaptation.,3376
Joe Manganiello has been featured in Sabotage.,3377
"In 1986, Halle Berry placed 6th in the Miss World Pageant.",3378
The Boston Celtics won the 1983-84 season.,3379
My Own Private Idaho premiered in the early 90's.,3380
Black Sails was renewed for a third season.,3381
Newspapers include reviews.,3382
Taiwan has an official name.,3383
Mike Judge is a person.,3384
Montreal has a legal language.,3385
"Ecuador literally translates to ""Republic of the Equator.""",3386
Jesus is also known as a different name.,3387
Frank Sinatra has been the winner of an Academy Award.,3388
Martin Scorsese founded The Film Foundation.,3389
Dustin Hoffman has an acting career.,3390
The G1 Climax is an event.,3391
Anne Frank spent most of her life in the Netherlands.,3392
The screenplay of Toy Story was praised for its wit sophistication.,3393
The Fate of the Furious was theatrically released in a country.,3394
Dr. Dre released the album 2001 in 1999.,3395
Muhammad is a significant to the Islamic faith.,3396
Hot was by an English actress.,3397
Seattle belongs to category as a city.,3398
Bradford contains a museum.,3399
Robbie Collin is British.,3400
Andy Warhol was the producer of a band.,3401
Taylor Swift is an American singer-songwriter.,3402
William Jennings Bryan is American.,3403
A Song of Ice and Fire is by someone who works in the fantasy genre and he is American.,3404
"The North Bay Region contains Vallejo, California.",3405
Celeste and Jesse Forever was co-written by an actress.,3406
Generation X has no exact dating for its defining characteristic.,3407
War Dogs stars an actor.,3408
"Recovery, by Eminem, was one of the best-selling albums of 2010 worldwide.",3409
Stockard Channing acted in a play.,3410
1.7% of water can be found in glaciers and ice caps.,3411
The second longest of Shakespeare's plays is Richard III.,3412
The Great Gatsby is about Jay Gatsby and Daisy Buchanan.,3413
"Journey's fourth album was Infinity, released in 1978.",3414
Diana Ross was honored in 2007.,3415
Love & Mercy (film) stars an actor.,3416
Buddhism has over 500 million followers.,3417
Robert Downey Jr. has portrayed a character.,3418
The Last House on the Left is a film.,3419
Steven Tyler sings lead vocals for a Boston-based rock band.,3420
Seth MacFarlane worked on a show.,3421
Chicago White Sox competes in the World Series.,3422
Zeus is a god.,3423
Harald V of Norway married a person.,3424
Carice van Houten is a person.,3425
Computer scientists uses Pi.,3426
Marie Curie was a person.,3427
Toy Story 3 received award nominations.,3428
Outkast is composed of Andre 3000 and Big Boi.,3429
Dogstar (band) released an album.,3430
Melbourne has an extensive transport network.,3431
Unforgettable is authored by Christina Hodson and David Leslie Johnson.,3432
Harry Potter and the Deathly Hallows is the final novel of the Harry Potter series that began in 1997.,3433
"In 1986, Halle Berry placed 6th in the Miss World Pageant.",3434
Naproxen relieves ailments.,3435
Bring It On (film) starred Gabrielle Union.,3436
Paul Simon is an actor.,3437
From the Earth to the Moon is a miniseries.,3438
Measles develop almost 2 weeks after exposure to an infected person.,3439
The Communist Party of the Soviet Union attempted a coup.,3440
Man of Steel is a film.,3441
Inception's cast includes French actress Marion Cotillard.,3442
Aaron Taylor-Johnson is in a film.,3443
North Vancouver is served by a police force.,3444
The Last House on the Left is a motion picture.,3445
Joseph Fiennes has worked in tv acting.,3446
Hannah Montana had Miley Cyrus in it.,3447
Aishwarya Rai was wedded in 2007.,3448
The Republic of Zambia is bordered to the east by Malawi.,3449
Led Zeppelin formed in London.,3450
There Will Be Blood is a British drama movie.,3451
Wrath of the Titans was released in the last decade.,3452
Leroy Jethro Gibbs is a character portrayed by Mark Harmon.,3453
The Bridges of Madison County is a film.,3454
"The Guinness World Records refers to Mariah Carey as the ""songbird supreme"".",3455
Alicia Vikander had a career as a dancer.,3456
Jackfruit is autochthonous to parts of Southeast Asia.,3457
Martial arts are performed by Bruce Lee.,3458
Jing Tian has an acting career.,3459
Walmart is of lower retail value than Amazon.,3460
The Great British Sewing Bee is a game show.,3461
Nikita (TV series) started airing in 2010.,3462
Tom Hanks has been awarded a Kennedy Center Honor.,3463
Las Vegas is a city.,3464
One Direction is a musical group.,3465
Dwayne Johnson won a professional wrestling championship.,3466
Olivia Wilde is a worker.,3467
The Hobbit films starred an actor.,3468
Tipper Gore was born in August 1948.,3469
Bonnie Hunt was in a movie.,3470
Kurt Angle's middle name is Steven.,3471
The stratosphere is above the troposphere and below the mesosphere.,3472
Kurt Angle is an American professional wrestler that was formerly an amateur.,3473
Jamie Foxx was born in a time.,3474
Christianity is a system of beliefs and practices.,3475
Venus has the densest atmosphere of the terrestrial planets.,3476
Paul Feig was the director of a comedy film that had two women writers.,3477
Red is inspired by a comic book series by Warren Ellis and Cully Hamner.,3478
Taylor Swift is an American singer-songwriter.,3479
Thomas Pynchon wrote the novel V.,3480
Adam West was born in 1928.,3481
Part of the Bible was written by early Christians.,3482
Cannibalism was prevalent in the past with human beings.,3483
James Cromwell played a role in American Horror Story: Asylum.,3484
Haim Saban is a film producer.,3485
Asteroid Day is an event that occurs every year.,3486
Furious 7 was filmed in more than one country.,3487
Evil is commonly associated with actions.,3488
The Chernobyl disaster caused 2 deaths within the facility.,3489
Randy Orton was born in April.,3490
The Communist Party of the Soviet Union attempted a coup.,3491
The World Science Festival is a organization that is non-profit.,3492
Colin Powell was the 65th US Secretary of State.,3493
"Deadpool 2 featured Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Leslie Uggams, Brianna Hildebrand, and Stefan Kapičić.",3494
The Big Chill stars an Oscar nominated actor.,3495
North Vancouver is served by a police force.,3496
"Maggie Gyllenhaal performed in ""Crazy Heart"".",3497
Rafael Nadal won an annual tennis tournament for the eighth time in 2012.,3498
"Maggie Gyllenhaal performed in ""Crazy Heart"".",3499
Black Widow only appears in American comic books.,3500
Sriti Jha performs the leading role in an Hindi-language TV show.,3501
One Direction made music.,3502
The Black Dahlia was written by a man.,3503
Tom Cruise was in a film categorized as drama.,3504
Beautiful was on the Billboard Hot 100.,3505
Arrested Development is about a dysfunctional family.,3506
Eddie Vedder was the vocalist of Pearl Jam and was a solo act.,3507
Naruto: Shippuden is a sequel to Naruto.,3508
Sam Worthington was born 2 August 1976.,3509
Alan Rickman was born in 1946.,3510
Saif Ali Khan had a role in two films which include Dil Chahta Hai and Kal Ho Naa Ho.,3511
Miranda Cosgrove is a woman.,3512
Boeing 737s serve markets previously filled by MD-80/MD-90 and DC-9 airliners.,3513
The Backstreet Boys formed in Florida.,3514
The Bravo Award is given to an outstanding young European footballer.,3515
The Martian is based on Andy Weir's novel.,3516
Adam Driver was in a film.,3517
19 Kids and Counting aired on the cable channel TLC for seven years.,3518
Christopher Columbus encountered Central America.,3519
Minecraft is a game.,3520
Hearing loss may be triggered by constant exposure to excessive noise levels.,3521
Demi Moore shaved her head for her role in G.I. Jane.,3522
"For his work on 30 Rock, Alec Baldwin won two Emmy Awards.",3523
"Richard Harris's date of birth was October 1, 1930.",3524
Kate Nash was taken off of her record label.,3525
Spain is a sovereign state.,3526
Zendaya is a professional dancer.,3527
The French Revolution happened after the Seven Years' War in 1789.,3528
"Oscar Wilde was a playwright, and became popular in London.",3529
Joan Cusack worked with Wilford Brimley and she is American.,3530
Serbia has a high rank on the Global Peace Index.,3531
Lily Collins had a role in Priest in which she is captured by vampires.,3532
Essays are published by Midwestern Gothic.,3533
John McCain is known for his work to restore diplomatic relations with Vietnam.,3534
Tetris has sold approximately 70 million physical copies and over 100 million copies for cell phones.,3535
Absolute Beginners featured Sade.,3536
Stanley Tucci is North American.,3537
"In 2008, The Twilight Saga released its first installment.",3538
Letty is played by Michelle Rodriguez.,3539
Ringo Starr has been featured in movies.,3540
"By the immunization of the mother, cerebral palsy is partly preventable.",3541
Vikrant Massey acted in V The Serial.,3542
Elle Fanning starred in a film.,3543
How to Be is a 2008 French independent comedy-drama film.,3544
George Martin worked in film.,3545
The National Security Agency is responsible for the processing of information and data for intelligence purposes.,3546
Jake Gyllenhaal is in Prisoners.,3547
Elle Fanning starred in the sci-fi movie Super 8.,3548
Malcolm Young was a songwriter.,3549
Augusto Pinochet passed away in 2006.,3550
Matt Sorum founded a touring project in 2012.,3551
Dubai is on the southeast coast of the Persian Gulf.,3552
The Comeback has at least one season.,3553
Sarah Michelle Gellar played the part of Kathryn Merteuil.,3554
Just Dance was topped the Billboard charts.,3555
"Albany, New York is in New York.",3556
Hot was by a songwriter from England.,3557
Timea Bacsinszky was the winner of titles on the ITF Women's Circuit.,3558
Kaitlin Olson was a part of the improvisational group the Groundlings.,3559
Sue Bird plays basketball.,3560
"The United States Environmental Protection Agency began operation on December 2, 1970.",3561
Lyme disease causes erythema migrans.,3562
Albania is a part of the Organisation of Islamic Cooperation.,3563
Bangladesh has been affected by poverty and violence.,3564
Shantel VanSanten is American.,3565
"On October 31, 1969, Led Zeppelin II was released in the United Kingdom.",3566
The Hobbit was written by a person.,3567
Shia LaBeouf starred in Even Stevens on the Disney Channel.,3568
Chicago White Sox play at a baseball field in the city's South Side.,3569
Jim Carrey appeared in a 2013 superhero comedy film.,3570
"Since the 1950s, Istanbul's population has grown in number.",3571
Triple H is a professional wrestler from America.,3572
"The Meyerowitz stories stars Adam Sandler, Ben Stiller, Emma Thompson, and Dustin Hoffman.",3573
Birth complications may result in hearing loss.,3574
